state,name,ages_ranges,geo_locations,genders,interests,behavior,scholarities,languages,family_statuses,all_fields,targeting,response,audience
California,California_new_movers,"{u'max': 65, u'min': 13}","{u'values': [{u'key': u'3847'}], u'name': u'regions', u'location_types': [u'home']}",0.0,,"{u'or': [6029662272682], u'name': u'new_movers'}",,,,"(('genders', 0), ('ages_ranges', {u'max': 65, u'min': 13}), ('geo_locations', {u'values': [{u'key': u'3847'}], u'name': u'regions', u'location_types': [u'home']}), ('behavior', {u'or': [6029662272682], u'name': u'new_movers'}))","{'flexible_spec': [{'behaviors': [{'id': 6029662272682}]}], 'geo_locations': {u'regions': [{u'key': u'3847'}], 'location_types': [u'home']}, 'age_min': 13, 'genders': [0], 'age_max': 65, 'exclusions': {}}","{""data"":{""users"":540000,""bid_estimations"":[{""unsupported"":false,""location"":3,""reach_min"":0,""reach_max"":0,""cpm_curve_data"":"""",""cpc_curve_data"":"""",""cpa_curve_data"":"""",""dedup_winning_rate"":0,""dedup_status"":0,""pacing_status"":0,""account_budget"":150000,""estimate_DAU"":0,""curve"":[{""bid"":0,""spend"":0,""reach"":0,""impressions"":0,""actions"":0},{""bid"":1,""spend"":227,""reach"":464.88757729717,""impressions"":672.4801735244,""actions"":0.81518894310318},{""bid"":2,""spend"":297,""reach"":567.52154606893,""impressions"":807.90058860351,""actions"":1.0654053627564},{""bid"":2,""spend"":366,""reach"":662.78540251064,""impressions"":937.22596271791,""actions"":1.313474027365},{""bid"":4,""spend"":406,""reach"":701.39728935752,""impressions"":981.68310604201,""actions"":1.4547154915993},{""bid"":5,""spend"":433,""reach"":742.29072860565,""impressions"":1022.5765452901,""actions"":1.5456982582163},{""bid"":8,""spend"":460,""reach"":777.70114289836,""impressions"":1057.9869595828,""actions"":1.6277311911228},{""bid"":10,""spend"":471,""reach"":809.42370754732,""impressions"":1089.7095242318,""actions"":1.6495372202275},{""bid"":11,""spend"":487,""reach"":849.61821216607,""impressions"":1129.9040288506,""actions"":1.6814827271075},{""bid"":22,""spend"":529,""reach"":967.15366095968,""impressions"":1247.4394776442,""actions"":1.8000578184719},{""bid"":33,""spend"":577,""reach"":1061.9428012116,""impressions"":1342.2286178961,""actions"":1.9538400183776},{""bid"":40,""spend"":604,""reach"":1119.3110497124,""impressions"":1399.5968663969,""actions"":2.0458531764594},{""bid"":57,""spend"":646,""reach"":1173.9905984951,""impressions"":1454.2764151796,""actions"":2.1853046015746},{""bid"":84,""spend"":673,""reach"":1222.1552581958,""impressions"":1502.4410748803,""actions"":2.2773406181146},{""bid"":101,""spend"":693,""reach"":1256.1573977192,""impressions"":1548.0191626757,""actions"":2.3423065839375},{""bid"":122,""spend"":733,""reach"":1340.9390818723,""impressions"":1645.5549569792,""actions"":2.4766543999711},{""bid"":147,""spend"":784,""reach"":1421.020625525,""impressions"":1789.6508264455,""actions"":2.6440255095597},{""bid"":213,""spend"":934,""reach"":1580.7804502132,""impressions"":2064.4931265,""actions"":3.1493837519492},{""bid"":256,""spend"":1128,""reach"":1807.9832370132,""impressions"":2442.6813514486,""actions"":3.8026827422343},{""bid"":308,""spend"":1316,""reach"":1952.8719386856,""impressions"":2652.9961875069,""actions"":4.3970059877918},{""bid"":370,""spend"":1496,""reach"":2132.4510075244,""impressions"":3042.7109560488,""actions"":4.921948609217},{""bid"":444,""spend"":1718,""reach"":2329.4128691663,""impressions"":3346.6827249564,""actions"":5.3311784197709},{""bid"":533,""spend"":1979,""reach"":2732.674489057,""impressions"":3924.3525656684,""actions"":5.6816414100716},{""bid"":640,""spend"":2355,""reach"":3146.4873134611,""impressions"":4576.4959382593,""actions"":6.0356324133323},{""bid"":767,""spend"":2820,""reach"":3787.1599002962,""impressions"":5337.2563946685,""actions"":6.4100574195113},{""bid"":922,""spend"":3322,""reach"":4179.3114742042,""impressions"":5852.9233718275,""actions"":6.933150985831},{""bid"":1107,""spend"":3973,""reach"":4791.9893448677,""impressions"":6691.136794176,""actions"":7.3508144622637},{""bid"":1329,""spend"":4842,""reach"":5511.008981484,""impressions"":7519.0231410205,""actions"":8.092420680129},{""bid"":1595,""spend"":6019,""reach"":6847.2198546164,""impressions"":9151.6228400024,""actions"":9.4260269752098},{""bid"":1913,""spend"":7693,""reach"":8477.9945325011,""impressions"":10849.605062651,""actions"":11.17186022242},{""bid"":2297,""spend"":10166,""reach"":11337.697804209,""impressions"":13868.438164918,""actions"":13.063476232888},{""bid"":2757,""spend"":13690,""reach"":14933.195225857,""impressions"":17704.87959301,""actions"":15.629182917895},{""bid"":3309,""spend"":19015,""reach"":19586.083188428,""impressions"":23289.724394354,""actions"":18.859351845845},{""bid"":3971,""spend"":26717,""reach"":25277.719733762,""impressions"":30526.755955995,""actions"":24.448239894694},{""bid"":4766,""spend"":37764,""reach"":33020.403915422,""impressions"":41684.226336757,""actions"":32.25035351051},{""bid"":5719,""spend"":53718,""reach"":46192.606108042,""impressions"":58672.625422436,""actions"":44.152645985199},{""bid"":6864,""spend"":76580,""reach"":60997.514749204,""impressions"":80731.552851966,""actions"":57.95516876528},{""bid"":8237,""spend"":109728,""reach"":91340.073232441,""impressions"":117865.68281801,""actions"":78.823378281611},{""bid"":9885,""spend"":160695,""reach"":119953.10872378,""impressions"":167378.79308549,""actions"":101.07634577922},{""bid"":11862,""spend"":232719,""reach"":164959.99316033,""impressions"":236415.78032162,""actions"":123.87321207295},{""bid"":17082,""spend"":473535,""reach"":245578.73785864,""impressions"":437024.27250088,""actions"":156.74648724547},{""bid"":20499,""spend"":679772,""reach"":277478.22307117,""impressions"":496524.97198411,""actions"":176.8290507733},{""bid"":24599,""spend"":968372,""reach"":304422.0205113,""impressions"":551221.33698024,""actions"":184.78516734617},{""bid"":29519,""spend"":1403784,""reach"":330837.84487983,""impressions"":592438.45853996,""actions"":195.36124695158},{""bid"":35423,""spend"":1968482,""reach"":344563.96364944,""impressions"":613515.99467846,""actions"":201.03588282523},{""bid"":40000,""spend"":2482040,""reach"":344563.96364944,""impressions"":613515.99467846,""actions"":209.96886705438}],""trace_id"":""f643464dfa03067315869a80c075f04d"",""is_curve_eligible"":false,""bid_amount_min"":1199,""bid_amount_median"":1662,""bid_amount_max"":2558}],""estimate_ready"":true}}",540000
California,California_new_movers,"{u'max': 65, u'min': 13}","{u'values': [{u'key': u'3847'}], u'name': u'regions', u'location_types': [u'home']}",1.0,,"{u'or': [6029662272682], u'name': u'new_movers'}",,,,"(('genders', 1), ('ages_ranges', {u'max': 65, u'min': 13}), ('geo_locations', {u'values': [{u'key': u'3847'}], u'name': u'regions', u'location_types': [u'home']}), ('behavior', {u'or': [6029662272682], u'name': u'new_movers'}))","{'flexible_spec': [{'behaviors': [{'id': 6029662272682}]}], 'geo_locations': {u'regions': [{u'key': u'3847'}], 'location_types': [u'home']}, 'age_min': 13, 'genders': [1], 'age_max': 65, 'exclusions': {}}","{""data"":{""users"":240000,""bid_estimations"":[{""unsupported"":false,""location"":3,""reach_min"":0,""reach_max"":0,""cpm_curve_data"":"""",""cpc_curve_data"":"""",""cpa_curve_data"":"""",""dedup_winning_rate"":0,""dedup_status"":0,""pacing_status"":0,""account_budget"":150000,""estimate_DAU"":0,""curve"":[{""bid"":0,""spend"":0,""reach"":0,""impressions"":0,""actions"":0},{""bid"":1,""spend"":229,""reach"":435.17115684693,""impressions"":673.35170981501,""actions"":1.0783113886527},{""bid"":2,""spend"":299,""reach"":525.45198641773,""impressions"":775.54156703422,""actions"":1.3754496528554},{""bid"":2,""spend"":367,""reach"":637.51150458743,""impressions"":923.32816814912,""actions"":1.6397957809516},{""bid"":4,""spend"":395,""reach"":683.98479829435,""impressions"":969.80146185605,""actions"":1.7451156120275},{""bid"":5,""spend"":422,""reach"":727.97062582033,""impressions"":1015.5327397461,""actions"":1.8210092769358},{""bid"":10,""spend"":458,""reach"":782.87399641287,""impressions"":1075.8339616999,""actions"":1.8686906596729},{""bid"":11,""spend"":477,""reach"":814.77564083773,""impressions"":1115.8234723712,""actions"":1.8986167371039},{""bid"":27,""spend"":533,""reach"":908.5593440326,""impressions"":1241.8082972717,""actions"":2.0564168145224},{""bid"":33,""spend"":561,""reach"":946.43422880418,""impressions"":1281.5578875909,""actions"":2.1517854581397},{""bid"":40,""spend"":590,""reach"":1007.6173222068,""impressions"":1349.4374677233,""actions"":2.2603917516999},{""bid"":101,""spend"":664,""reach"":1147.915020015,""impressions"":1489.7351655315,""actions"":2.5414641402427},{""bid"":122,""spend"":691,""reach"":1198.6688696275,""impressions"":1540.4890151439,""actions"":2.6449153000628},{""bid"":177,""spend"":786,""reach"":1319.2848063918,""impressions"":1684.8260140709,""actions"":3.0048639686534},{""bid"":213,""spend"":872,""reach"":1440.1935082104,""impressions"":1827.7285865673,""actions"":3.3337589593424},{""bid"":256,""spend"":1053,""reach"":1603.1254909062,""impressions"":2077.9144617357,""actions"":3.9879047567712},{""bid"":308,""spend"":1189,""reach"":1750.1172807735,""impressions"":2260.9938648771,""actions"":4.4335855711038},{""bid"":444,""spend"":1522,""reach"":2013.1618941644,""impressions"":2640.9859978201,""actions"":5.0652922279986},{""bid"":533,""spend"":1723,""reach"":2243.0325941608,""impressions"":2971.1555765259,""actions"":5.2616607350644},{""bid"":767,""spend"":2420,""reach"":2875.8272338401,""impressions"":4041.6468296792,""actions"":5.7048708378754},{""bid"":922,""spend"":2742,""reach"":3203.5198791977,""impressions"":4493.7023488463,""actions"":5.8729207883739},{""bid"":1107,""spend"":3098,""reach"":3597.6893375247,""impressions"":5003.0305552955,""actions"":6.1207577331949},{""bid"":1329,""spend"":3551,""reach"":3976.9320565944,""impressions"":5609.7291366437,""actions"":6.370712979574},{""bid"":1595,""spend"":4096,""reach"":4364.0929692957,""impressions"":6119.1448043172,""actions"":6.7772796666857},{""bid"":1913,""spend"":4886,""reach"":5089.9866854754,""impressions"":7244.2889695827,""actions"":7.6898807419499},{""bid"":2297,""spend"":5969,""reach"":5802.5865177782,""impressions"":8053.4808731414,""actions"":8.6577387385618},{""bid"":2757,""spend"":7426,""reach"":7613.3616416266,""impressions"":9990.9932640586,""actions"":9.9950726690713},{""bid"":3309,""spend"":9423,""reach"":9520.4817296363,""impressions"":12017.763139698,""actions"":11.384952591015},{""bid"":3971,""spend"":12441,""reach"":12517.129545193,""impressions"":15453.500261868,""actions"":13.246549732298},{""bid"":4766,""spend"":16835,""reach"":15992.63450961,""impressions"":19672.598792065,""actions"":16.01241703953},{""bid"":5719,""spend"":23106,""reach"":19502.521172715,""impressions"":24782.596887545,""actions"":20.097522923888},{""bid"":6864,""spend"":31809,""reach"":24759.759647857,""impressions"":31350.816976773,""actions"":26.059309857577},{""bid"":8237,""spend"":44248,""reach"":33862.950126371,""impressions"":43958.744543642,""actions"":34.329615888744},{""bid"":9885,""spend"":62030,""reach"":48017.197149515,""impressions"":62558.732411759,""actions"":45.342504581264},{""bid"":11862,""spend"":87448,""reach"":66605.232986013,""impressions"":88918.020734135,""actions"":56.865814900469},{""bid"":14235,""spend"":122510,""reach"":91532.46710946,""impressions"":120513.48196067,""actions"":72.920796773369},{""bid"":17082,""spend"":172189,""reach"":119009.24340032,""impressions"":161665.34924952,""actions"":86.019453205481},{""bid"":20499,""spend"":236180,""reach"":156266.99219111,""impressions"":209820.33784564,""actions"":97.345876588842},{""bid"":24599,""spend"":330420,""reach"":167715,""impressions"":257446.39147804,""actions"":100.63114764242}],""trace_id"":""7057ffccf48a56edf4a77549dc771483"",""is_curve_eligible"":false,""bid_amount_min"":1248,""bid_amount_median"":1649,""bid_amount_max"":2381}],""estimate_ready"":true}}",240000
California,California_new_movers,"{u'max': 65, u'min': 13}","{u'values': [{u'key': u'3847'}], u'name': u'regions', u'location_types': [u'home']}",2.0,,"{u'or': [6029662272682], u'name': u'new_movers'}",,,,"(('genders', 2), ('ages_ranges', {u'max': 65, u'min': 13}), ('geo_locations', {u'values': [{u'key': u'3847'}], u'name': u'regions', u'location_types': [u'home']}), ('behavior', {u'or': [6029662272682], u'name': u'new_movers'}))","{'flexible_spec': [{'behaviors': [{'id': 6029662272682}]}], 'geo_locations': {u'regions': [{u'key': u'3847'}], 'location_types': [u'home']}, 'age_min': 13, 'genders': [2], 'age_max': 65, 'exclusions': {}}","{""data"":{""users"":290000,""bid_estimations"":[{""unsupported"":false,""location"":3,""reach_min"":0,""reach_max"":0,""cpm_curve_data"":"""",""cpc_curve_data"":"""",""cpa_curve_data"":"""",""dedup_winning_rate"":0,""dedup_status"":0,""pacing_status"":0,""account_budget"":150000,""estimate_DAU"":0,""curve"":[{""bid"":0,""spend"":0,""reach"":0,""impressions"":0,""actions"":0},{""bid"":1,""spend"":215,""reach"":397.01961296195,""impressions"":564.70384787192,""actions"":0.8019489465433},{""bid"":2,""spend"":290,""reach"":495.15865524147,""impressions"":725.14394314054,""actions"":1.0726509669974},{""bid"":2,""spend"":382,""reach"":592.75657044832,""impressions"":857.2713355393,""actions"":1.3998381475984},{""bid"":4,""spend"":431,""reach"":679.26342759981,""impressions"":956.63436044193,""actions"":1.5766827455473},{""bid"":5,""spend"":491,""reach"":771.02883473928,""impressions"":1059.9706753759,""actions"":1.7882360771793},{""bid"":5,""spend"":569,""reach"":931.60561025371,""impressions"":1252.0872450193,""actions"":2.070705783915},{""bid"":8,""spend"":753,""reach"":1218.8103639212,""impressions"":1637.7825772205,""actions"":2.7382326213518},{""bid"":10,""spend"":976,""reach"":1509.8106091827,""impressions"":2089.6394516882,""actions"":3.4376367349738},{""bid"":11,""spend"":1243,""reach"":1723.1493664042,""impressions"":2399.6186371953,""actions"":4.1601412568916},{""bid"":15,""spend"":1731,""reach"":2198.6178962106,""impressions"":3146.7607703653,""actions"":4.944302472298},{""bid"":18,""spend"":2342,""reach"":2775.9549286051,""impressions"":4001.9056980515,""actions"":5.5437117966659},{""bid"":22,""spend"":3331,""reach"":3802.887487171,""impressions"":5509.056105474,""actions"":6.5335020914278},{""bid"":27,""spend"":4855,""reach"":5317.9579313106,""impressions"":7341.1975334592,""actions"":7.5383922862118},{""bid"":33,""spend"":6589,""reach"":7070.2186122227,""impressions"":9357.9799156261,""actions"":9.5264795084228},{""bid"":40,""spend"":8723,""reach"":9512.2946301823,""impressions"":12440.135267371,""actions"":11.401171747967},{""bid"":57,""spend"":11325,""reach"":11664.36543396,""impressions"":14917.575032557,""actions"":13.323972742077},{""bid"":70,""spend"":12822,""reach"":13077.357795007,""impressions"":16508.500634565,""actions"":14.198548640713},{""bid"":84,""spend"":14221,""reach"":14056.21056829,""impressions"":17487.353407849,""actions"":15.062618346483},{""bid"":101,""spend"":15919,""reach"":15701.658461133,""impressions"":19132.801300692,""actions"":16.017375500133},{""bid"":122,""spend"":18018,""reach"":17288.833870765,""impressions"":20805.994178691,""actions"":16.956973805833},{""bid"":147,""spend"":20427,""reach"":18570.521108218,""impressions"":22424.981589351,""actions"":17.948909434574},{""bid"":177,""spend"":23026,""reach"":20161.195226566,""impressions"":24820.786704938,""actions"":18.847093816637},{""bid"":213,""spend"":25488,""reach"":20940.710466128,""impressions"":27032.661608989,""actions"":20.378702187283},{""bid"":256,""spend"":27376,""reach"":21998.621341688,""impressions"":29119.068289653,""actions"":21.607029272343},{""bid"":308,""spend"":29156,""reach"":22590.84587741,""impressions"":30277.304929794,""actions"":23.011697990737},{""bid"":370,""spend"":30681,""reach"":23092.618343843,""impressions"":31020.338651732,""actions"":24.214420567075},{""bid"":444,""spend"":31972,""reach"":23641.519306366,""impressions"":31720.912913302,""actions"":25.233412781441},{""bid"":640,""spend"":33773,""reach"":24809.511852415,""impressions"":33598.388775936,""actions"":26.654137716111},{""bid"":767,""spend"":34781,""reach"":25657.069346866,""impressions"":35207.983494217,""actions"":27.449119196246},{""bid"":922,""spend"":35905,""reach"":26583.929020441,""impressions"":36519.37592419,""actions"":28.336540533279},{""bid"":1107,""spend"":37318,""reach"":27272.379539508,""impressions"":38229.521174759,""actions"":29.355651206984},{""bid"":1329,""spend"":39100,""reach"":28374.131291615,""impressions"":39782.668024631,""actions"":30.64783102483},{""bid"":1595,""spend"":41216,""reach"":30027.744775512,""impressions"":41929.824204961,""actions"":31.838079665017},{""bid"":1913,""spend"":43732,""reach"":31600.072459419,""impressions"":44543.312981162,""actions"":33.65123367183},{""bid"":2297,""spend"":46249,""reach"":34572.435677827,""impressions"":48100.689924111,""actions"":35.44974527356},{""bid"":2757,""spend"":49199,""reach"":36789.60988822,""impressions"":51047.799423515,""actions"":37.618011239341},{""bid"":3309,""spend"":52914,""reach"":40269.037006438,""impressions"":56229.520828184,""actions"":40.175495329879},{""bid"":3971,""spend"":57984,""reach"":43802.209129295,""impressions"":61454.653425411,""actions"":43.36196870751},{""bid"":4766,""spend"":64737,""reach"":47376.634330508,""impressions"":67480.679411254,""actions"":47.401897557145},{""bid"":5719,""spend"":74250,""reach"":52256.589782476,""impressions"":77434.569304711,""actions"":53.644101873521},{""bid"":6864,""spend"":87522,""reach"":59218.817384637,""impressions"":88627.225573245,""actions"":62.15792269709},{""bid"":8237,""spend"":106449,""reach"":74693.194582834,""impressions"":111498.81628023,""actions"":73.085990568134},{""bid"":9885,""spend"":133518,""reach"":87828.168204093,""impressions"":128461.66867601,""actions"":86.94081592021},{""bid"":11862,""spend"":178409,""reach"":110644.66973637,""impressions"":168864.49041386,""actions"":100.48204962417},{""bid"":14235,""spend"":241567,""reach"":138739.59876904,""impressions"":206954.97417639,""actions"":114.72715036779},{""bid"":24599,""spend"":587501,""reach"":216745.76713275,""impressions"":404923.22940341,""actions"":129.80211654783},{""bid"":29519,""spend"":803564,""reach"":227055,""impressions"":440894.71916876,""actions"":137.05776305406}],""trace_id"":""dd3fd8b36f58995d1b8305c9d444fc5a"",""is_curve_eligible"":false,""bid_amount_min"":1260,""bid_amount_median"":1682,""bid_amount_max"":2425}],""estimate_ready"":true}}",290000
Illinois,Illinois_new_movers,"{u'max': 65, u'min': 13}","{u'values': [{u'key': u'3856'}], u'name': u'regions', u'location_types': [u'home']}",0.0,,"{u'or': [6029662272682], u'name': u'new_movers'}",,,,"(('genders', 0), ('ages_ranges', {u'max': 65, u'min': 13}), ('geo_locations', {u'values': [{u'key': u'3856'}], u'name': u'regions', u'location_types': [u'home']}), ('behavior', {u'or': [6029662272682], u'name': u'new_movers'}))","{'flexible_spec': [{'behaviors': [{'id': 6029662272682}]}], 'geo_locations': {u'regions': [{u'key': u'3856'}], 'location_types': [u'home']}, 'age_min': 13, 'genders': [0], 'age_max': 65, 'exclusions': {}}","{""data"":{""users"":220000,""bid_estimations"":[{""unsupported"":false,""location"":3,""reach_min"":0,""reach_max"":0,""cpm_curve_data"":"""",""cpc_curve_data"":"""",""cpa_curve_data"":"""",""dedup_winning_rate"":0,""dedup_status"":0,""pacing_status"":0,""account_budget"":150000,""estimate_DAU"":0,""curve"":[{""bid"":0,""spend"":0,""reach"":0,""impressions"":0,""actions"":0},{""bid"":1,""spend"":210,""reach"":418.75218884909,""impressions"":599.20962952097,""actions"":0.6245619476156},{""bid"":2,""spend"":240,""reach"":480.89575482219,""impressions"":695.13520075371,""actions"":0.71440418667536},{""bid"":5,""spend"":376,""reach"":680.23486847248,""impressions"":965.27251524921,""actions"":1.1156742004558},{""bid"":10,""spend"":418,""reach"":724.16763574329,""impressions"":1022.8211702677,""actions"":1.2373696343739},{""bid"":11,""spend"":442,""reach"":756.22609314197,""impressions"":1056.5764563433,""actions"":1.3074308724023},{""bid"":22,""spend"":468,""reach"":822.85083494686,""impressions"":1125.7863630559,""actions"":1.3816291552266},{""bid"":27,""spend"":487,""reach"":876.721683171,""impressions"":1190.5411842756,""actions"":1.4360139125941},{""bid"":33,""spend"":511,""reach"":925.57669828126,""impressions"":1248.4161107153,""actions"":1.5048973209052},{""bid"":40,""spend"":538,""reach"":984.12771309448,""impressions"":1335.8200182751,""actions"":1.5835109567539},{""bid"":101,""spend"":624,""reach"":1111.0862380166,""impressions"":1488.4690158903,""actions"":1.8335508298474},{""bid"":122,""spend"":644,""reach"":1141.6827281013,""impressions"":1528.5111587631,""actions"":1.8916352915373},{""bid"":177,""spend"":727,""reach"":1282.5416644384,""impressions"":1735.4772972835,""actions"":2.1317373503027},{""bid"":213,""spend"":809,""reach"":1352.618014768,""impressions"":1849.1876443708,""actions"":2.371653293271},{""bid"":256,""spend"":975,""reach"":1572.0906719993,""impressions"":2286.5382694469,""actions"":2.8568327234037},{""bid"":370,""spend"":1346,""reach"":1815.857052192,""impressions"":2686.0057334708,""actions"":3.9360865279197},{""bid"":444,""spend"":1571,""reach"":2080.7745266415,""impressions"":3115.5638762689,""actions"":4.472398423901},{""bid"":533,""spend"":1832,""reach"":2352.3692941945,""impressions"":3449.7812218417,""actions"":5.060716657577},{""bid"":640,""spend"":2117,""reach"":2732.0015723118,""impressions"":4063.1157320156,""actions"":5.3315648008475},{""bid"":767,""spend"":2438,""reach"":3231.6870758659,""impressions"":4655.9000025855,""actions"":5.7320201333701},{""bid"":1107,""spend"":3008,""reach"":3901.9268684078,""impressions"":5614.4894341131,""actions"":6.2825925687133},{""bid"":1595,""spend"":3941,""reach"":4819.4267319626,""impressions"":6649.3996841665,""actions"":7.1879889488428},{""bid"":2297,""spend"":5630,""reach"":6552.7068997866,""impressions"":8659.1546777712,""actions"":8.9758237552866},{""bid"":2757,""spend"":6995,""reach"":7951.8858072751,""impressions"":10108.075529222,""actions"":10.263535895943},{""bid"":3309,""spend"":9083,""reach"":10320.876919647,""impressions"":12659.069227176,""actions"":11.614110912282},{""bid"":3971,""spend"":12039,""reach"":12943.114841003,""impressions"":15683.18675628,""actions"":13.301521250043},{""bid"":4766,""spend"":16216,""reach"":16338.690966881,""impressions"":20116.312296617,""actions"":15.893644474117},{""bid"":5719,""spend"":22154,""reach"":18794.871814137,""impressions"":25282.343938395,""actions"":20.136455734921},{""bid"":6864,""spend"":30590,""reach"":24158.610759464,""impressions"":34366.701562038,""actions"":26.634463192487},{""bid"":8237,""spend"":42636,""reach"":30902.805819672,""impressions"":47431.374524142,""actions"":35.267726563977},{""bid"":9885,""spend"":59712,""reach"":44386.583910878,""impressions"":66898.724952896,""actions"":47.290942401137},{""bid"":11862,""spend"":84014,""reach"":57964.400244623,""impressions"":93643.994227214,""actions"":64.967507445062},{""bid"":14235,""spend"":118099,""reach"":84344.619046976,""impressions"":129874.58956156,""actions"":87.671179773126},{""bid"":17082,""spend"":162184,""reach"":113051.38956408,""impressions"":176756.70798502,""actions"":116.51025100033},{""bid"":20499,""spend"":227046,""reach"":166833.61949956,""impressions"":263859.768657,""actions"":143.83059360745}],""trace_id"":""0e2af1437497612a975c202b97297ddd"",""is_curve_eligible"":false,""bid_amount_min"":1081,""bid_amount_median"":1417,""bid_amount_max"":1936}],""estimate_ready"":true}}",220000
